gene,status,fr_status,yn_status,n_taxa,n_codons,yn_n_pairs,dN_hp_yn,dS_hp_yn,omega_hp_yn,dN_background_yn,dS_background_yn,omega_background_yn,yn_n_background_pairs,lnL_m0,np_m0,omega_m0,kappa_m0,tree_len_m0,tree_dN_m0,tree_dS_m0,dN_human_m0,dS_human_m0,omega_human_m0,dN_platypus_m0,dS_platypus_m0,omega_platypus_m0,dN_background_m0,dS_background_m0,omega_background_m0,n_branches_m0,lnL_m2,np_m2,tree_dN_m2,tree_dS_m2,omega_bg_m2,omega_plat_m2,dN_human_m2,dS_human_m2,omega_human_m2,dN_platypus_m2,dS_platypus_m2,omega_platypus_m2,dN_background_m2,dS_background_m2,omega_background_m2,n_branches_m2,lrt_m2_vs_m0,lrt_p_m2_vs_m0,m2_converged,dS_saturated
ENSG00000173627,ok,not_requested,ok,20,365,190.0,0.2842,1.5825,0.1796,0.12617385620915034,0.36797450980392155,0.3196,153.0,-8009.254603,40,0.36503,3.49789,5.221397,1.166,3.1942,0.0025,0.0069,0.365,0.0945,0.259,0.365,1.069,2.9284,0.3650457587761235,38,-8007.508952,41.0,1.1588,3.3027,0.38116,0.22622,0.0026,0.0068,0.3812,0.1461,0.6457,0.2262,1.01,2.6502,0.38110331295751265,38.0,3.49130200000036,0.0616920468038926,True,False
ENSG00000173653,ok,not_requested,ok,23,310,253.0,0.0579,1.31,0.0442,0.051764285714285714,0.48401190476190475,0.03945,210.0,-5933.28443,46,0.0949,3.06664,5.349476,0.4947,5.2127,0.0009,0.0096,0.0949,0.0018,0.0195,0.0949,0.49219999999999997,5.1832,0.09496064207439418,44,-5933.284431,47.0,0.4947,5.2127,0.0949,0.34421,0.0009,0.0096,0.0949,0.0,0.0,0.3442,0.494,5.2027,0.09495069867568762,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000173744,ok,not_requested,ok,24,586,276.0,0.0596,0.4784,0.1245,0.019496969696969697,0.23203203463203464,0.0779,231.0,-8128.131525,48,0.13011,3.04957,2.407052,0.2744,2.1091,0.0011,0.0082,0.1301,0.0097,0.0745,0.1301,0.2634,2.0264,0.12998420844848005,46,-8128.06622,49.0,0.2744,2.1082,0.1291,0.14151,0.0011,0.0082,0.1291,0.0259,0.1828,0.1415,0.2473,1.9171,0.12899692243492775,46.0,0.13061000000016065,0.7178004066339001,True,False
ENSG00000173818,ok,not_requested,ok,21,275,210.0,0.1312,0.7652,0.1715,0.17722397660818714,0.6922274853801169,0.2312,171.0,-7332.183273,42,0.21911,3.47884,7.573019,1.3479,6.1519,0.0,0.0,0.2191,0.0361,0.1646,0.2191,1.3117,5.9874,0.21907672779503626,40,-7332.183274,43.0,1.3479,6.1519,0.21911,0.91342,0.0,0.0,0.2191,0.0,0.0,0.9134,1.3478,6.152,0.21908322496749025,40.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000174417,ok,not_requested,ok,23,396,253.0,0.0657,0.8284,0.0793,0.024855238095238097,0.28726142857142856,0.0859,210.0,-6117.041302,46,0.07894,2.6803,3.138911,0.255,3.2296,0.0008,0.0103,0.0789,0.0225,0.285,0.0789,0.2319,2.9342,0.07903346738463635,44,-6117.041302,47.0,0.255,3.2296,0.07894,1.13928,0.0008,0.0103,0.0789,0.0,0.0,1.1393,0.2544,3.2193,0.07902339017798901,44.0,0.0,1.0,True,False
ENSG00000174796,ok,not_requested,ok,21,222,210.0,0.2092,1.6111,0.1298,0.07905263157894737,0.2687637426900585,0.2325,171.0,-3973.151142,42,0.20021,2.33564,4.584427,0.7637,3.8147,0.0008,0.0038,0.2002,0.2055,1.0264,0.2002,0.5575,2.7845999999999997,0.20020828844358257,40,-3962.638103,43.0,0.7522,4.3663,0.24231,0.07645,0.0008,0.0035,0.2423,0.1409,1.8435,0.0765,0.6102,2.5191,0.24222936763129688,40.0,21.02607800000078,4.530743968939103e-06,True,False
ENSG00000175224,ok,not_requested,ok,24,517,276.0,0.0362,0.7138,0.0507,0.02056926406926407,0.3387969696969697,0.0603,231.0,-8164.087795,48,0.05692,3.33908,3.36463,0.1917,3.3681,0.0005,0.0081,0.0569,0.0091,0.1595,0.0569,0.1822,3.2004,0.05693038370203724,46,-8163.784734,49.0,0.1915,3.3755,0.05808,0.0422,0.0005,0.008,0.0581,0.012,0.2835,0.0422,0.1791,3.0842,0.05807016406199339,46.0,0.6061220000010508,0.43625169315477796,True,False
ENSG00000175595,ok,not_requested,ok,23,912,253.0,0.0977,0.8608,0.1135,0.054734285714285714,0.59574,0.095,210.0,-19744.077617,46,0.10354,2.62772,5.413696,0.5295,5.1138,0.0007,0.0069,0.1035,0.0186,0.1799,0.1035,0.5101,4.9267,0.10353786510240119,44,-19744.023539,47.0,0.5294,5.1174,0.10391,0.0001,0.0007,0.0069,0.1039,0.0,0.0228,0.0001,0.5287999999999999,5.0878,0.10393490310153701,44.0,0.10815599999477854,0.7422533495362185,True,False
ENSG00000175600,ok,not_requested,ok,23,435,253.0,0.082,0.8957,0.0916,0.04722333333333333,0.46018190476190474,0.1112,210.0,-9171.201559,46,0.19805,2.84701,5.412042,0.8433,4.2578,0.0015,0.0074,0.198,0.0307,0.1548,0.198,0.8112,4.0956,0.19806621740404337,44,-9168.853152,47.0,0.844,4.2849,0.20638,0.10653,0.0015,0.0073,0.2064,0.043,0.4039,0.1065,0.7996,3.8736,0.206422965716646,44.0,4.696813999998994,0.03021858471381807,True,False
ENSG00000177000,ok,not_requested,ok,24,696,276.0,0.0652,2.2329,0.0292,0.04302554112554113,0.787012987012987,0.0576,231.0,-14173.3521,48,0.08016,3.58485,5.024005,0.5096,6.3569,0.0008,0.0105,0.0802,0.0114,0.1426,0.0802,0.4971,6.2038,0.08012830845610754,46,-14173.352101,49.0,0.5096,6.3569,0.08016,0.35018,0.0008,0.0105,0.0802,0.0,0.0,0.3502,0.5085,6.3464,0.08012416488087734,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000177548,ok,not_requested,ok,24,495,276.0,-0.0,0.4393,0.0,0.03366883116883117,0.4420727272727273,0.0771,231.0,-11108.533948,48,0.08594,3.41858,6.856178,0.7632,8.8799,0.0,0.0,0.0859,0.016,0.186,0.0859,0.7473,8.6939,0.0859568202992903,46,-11108.533948,49.0,0.7632,8.8799,0.08594,0.27046,0.0,0.0,0.0859,0.0,0.0,0.2705,0.7633,8.88,0.0859572072072072,46.0,0.0,1.0,True,False
ENSG00000177694,ok,not_requested,ok,22,775,231.0,0.1787,0.5066,0.3528,0.11004263157894736,0.3046573684210526,0.3204,190.0,-15579.805987,44,0.2538,2.6852,4.656948,0.8707,3.4307,0.003,0.0117,0.2538,0.0361,0.1423,0.2538,0.8317,3.2769,0.25380695169214806,42,-15579.346759,45.0,0.8709,3.4359,0.25715,0.0001,0.003,0.0117,0.2572,0.0,0.0492,0.0001,0.8676,3.3749000000000002,0.2570742836824795,42.0,0.9184559999994235,0.3378807030764489,True,False
ENSG00000177706,ok,not_requested,ok,23,574,253.0,0.0459,3.0621,0.015,0.04172142857142857,1.8841471428571428,0.01895,210.0,-14392.549107,46,0.0771,2.48004,8.066146,0.8494,11.0159,0.0016,0.0207,0.0771,0.0098,0.1274,0.0771,0.8375,10.8676,0.07706393315911518,44,-14391.992293,47.0,0.8505,11.0425,0.07615,0.13707,0.0016,0.0208,0.0761,0.0217,0.1587,0.1371,0.8271000000000001,10.8629,0.0761398889799225,44.0,1.113628000002791,0.2912946594251759,True,False
ENSG00000177731,ok,not_requested,ok,24,1265,276.0,0.0585,1.6866,0.0347,0.05957922077922078,1.0305636363636363,0.0322,231.0,-26313.448634,48,0.04801,3.38084,8.612288,0.6341,13.2064,0.0007,0.0147,0.048,0.0041,0.0848,0.048,0.6296,13.1068,0.04803613391521958,46,-26313.448634,49.0,0.6341,13.2064,0.04801,0.21533,0.0007,0.0147,0.048,0.0,0.0,0.2153,0.6336,13.191600000000001,0.04803056490493951,46.0,0.0,1.0,True,False
ENSG00000177791,ok,not_requested,ok,24,297,276.0,0.1718,0.9563,0.1796,0.04093376623376623,0.320047619047619,0.1163,231.0,-5492.153253,48,0.14813,3.04054,4.003752,0.5178,3.4959,0.0009,0.0059,0.1481,0.0389,0.2629,0.1481,0.478,3.227,0.148125193678339,46,-5492.145221,49.0,0.518,3.4864,0.14761,0.84768,0.0009,0.0059,0.1476,0.004,0.0048,0.8477,0.5131,3.4758999999999998,0.14761644466181423,46.0,0.016064000001279055,0.8991431493607283,True,False
ENSG00000177943,ok,not_requested,ok,14,1205,91.0,0.2634,1.9773,0.1332,0.15392424242424244,0.9671166666666666,0.15605,66.0,-25947.91635,28,0.18116,3.62925,7.369975,1.2007,6.6278,0.0023,0.0127,0.1812,0.0162,0.0892,0.1812,1.1824,6.5259,0.18118573683323372,26,-25947.916351,29.0,1.2007,6.6278,0.18116,0.28601,0.0023,0.0127,0.1812,0.0,0.0,0.286,1.1985,6.615,0.18117913832199545,26.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000177954,ok,not_requested,ok,13,70,78.0,0.0065,1.6009,0.004,0.03859636363636364,0.4183363636363636,0.0281,55.0,-820.5273,26,0.05929,3.52599,2.952022,0.1785,3.0107,0.0,0.0,0.0593,0.0089,0.1495,0.0593,0.1696,2.8612,0.05927582832378023,24,-815.336611,27.0,0.1809,3.1033,0.07442,0.0001,0.0,0.0,0.0744,0.0001,0.6732,0.0001,0.1809,2.4302,0.07443831783392313,24.0,10.38137800000004,0.0012729265425819654,True,False
ENSG00000178031,timeout(3600s),not_requested,ok,22,1751,231.0,0.1058,0.8875,0.1192,0.04961421052631579,0.4513,0.1053,190.0,-31624.49198,44,0.10201,2.68801,3.892736,0.399,3.9116,0.0007,0.0071,0.102,0.0267,0.2622,0.102,0.3715,3.6423,0.10199599154380473,42,,,,,,,,,,,,,,,,,,,,
ENSG00000178057,ok,not_requested,ok,24,183,276.0,0.2646,1.7066,0.155,0.11781168831168831,0.6936056277056277,0.1799,231.0,-5152.885499,48,0.19991,2.86511,7.46398,1.1774,5.8895,0.0009,0.0044,0.1999,0.0284,0.1421,0.1999,1.1484,5.743,0.19996517499564687,46,-5152.885499,49.0,1.1774,5.8895,0.19991,17.74761,0.0009,0.0044,0.1999,0.0,0.0,17.7476,1.1768,5.8851,0.19996261745764726,46.0,0.0,1.0,True,False
ENSG00000178409,ok,not_requested,ok,24,816,276.0,0.1282,4.2482,0.0302,0.02590909090909091,1.8156155844155843,0.0137,231.0,-15056.360222,48,0.03522,2.96815,5.251955,0.3565,10.1235,0.0007,0.02,0.0352,0.0184,0.5221,0.0352,0.3373,9.5815,0.0352032562751135,46,-15055.467952,49.0,0.3566,9.6881,0.03499,29.1652,0.0007,0.02,0.035,0.0176,0.0006,29.1652,0.338,9.6675,0.03496250323247996,46.0,1.7845399999969231,0.1815928273677796,True,False
ENSG00000178460,ok,not_requested,ok,24,674,276.0,0.1499,0.7413,0.2022,0.06655541125541126,0.32951948051948055,0.1882,231.0,-12823.434405,48,0.20988,3.24253,3.881084,0.6838,3.2579,0.0011,0.005,0.2099,0.0208,0.0991,0.2099,0.662,3.1536,0.20991882293252156,46,-12823.382832,49.0,0.6836,3.2623,0.21081,0.0001,0.0011,0.005,0.2108,0.0,0.0196,0.0001,0.6826,3.2373,0.2108547246161925,46.0,0.10314600000128848,0.7480864834956115,True,False
ENSG00000178741,ok,not_requested,ok,17,150,136.0,0.0557,0.2956,0.1885,0.12900095238095238,0.2981847619047619,0.4003,105.0,-3444.626466,34,0.40453,2.04634,6.21353,1.4622,3.6145,0.0044,0.0109,0.4045,0.0,0.0,0.4045,1.4577,3.6037,0.40450092960013323,32,-3438.66699,35.0,1.4668,3.5818,0.43007,0.0001,0.0045,0.0106,0.4301,0.0,0.1712,0.0001,1.4624,3.4,0.4301176470588235,32.0,11.91895199999999,0.0005556573153015957,True,False
ENSG00000179241,ok,not_requested,ok,24,344,276.0,0.119,1.3661,0.0871,0.04159220779220779,1.0712653679653679,0.023,231.0,-7778.385055,48,0.07163,2.46884,6.349015,0.6368,8.8904,0.0012,0.0164,0.0716,0.0107,0.1499,0.0716,0.625,8.7241,0.07164062768652354,46,-7777.773049,49.0,0.6378,8.8837,0.0701,0.10083,0.0012,0.0165,0.0701,0.0494,0.4901,0.1008,0.5871,8.377,0.07008475587919302,46.0,1.2240119999987655,0.26857473004924126,True,False
ENSG00000179562,ok,not_requested,ok,24,713,276.0,0.0888,1.4058,0.0632,0.04383203463203463,0.6230432900432901,0.0693,231.0,-14551.470585,48,0.07106,2.92896,5.108386,0.4272,6.0128,0.0007,0.0097,0.0711,0.0091,0.1277,0.0711,0.4173,5.8755,0.07102374266019913,46,-14551.470586,49.0,0.4272,6.0128,0.07106,3.23323,0.0007,0.0097,0.0711,0.0,0.0,3.2332,0.4264,6.0032,0.07102878464818764,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000179943,ok,not_requested,ok,19,469,171.0,0.1374,2.0566,0.0668,0.004727941176470588,1.2949316176470589,0.0042,136.0,-8373.196147,38,0.0617,2.97535,6.872839,0.6012,9.743,0.0006,0.0095,0.0617,0.0376,0.61,0.0617,0.5627,9.1235,0.06167589192744013,36,-8369.63025,39.0,0.5998,8.4769,0.05936,0.11968,0.0006,0.0096,0.0594,0.1916,1.6011,0.1197,0.4075,6.8662,0.059348693600535955,36.0,7.131794000000809,0.007572892113455474,True,False
ENSG00000179958,ok,not_requested,ok,20,169,190.0,0.2231,1.5089,0.1478,0.12078562091503268,0.4942287581699346,0.2557,153.0,-4038.622598,40,0.22861,2.64108,6.292975,1.0647,4.6573,0.001,0.0045,0.2286,0.0414,0.1811,0.2286,1.0224,4.4718,0.22863276532939755,38,-4038.622598,41.0,1.0647,4.6573,0.22862,0.53654,0.001,0.0045,0.2286,0.0,0.0,0.5365,1.0638,4.6528,0.22863651994497938,38.0,0.0,1.0,True,False
ENSG00000179988,ok,not_requested,ok,23,357,253.0,0.251,1.508,0.1664,0.13941857142857142,0.44379761904761905,0.32130000000000003,210.0,-10516.447606,46,0.37954,2.09464,8.260422,1.9158,5.0478,0.0034,0.0089,0.3795,0.0039,0.0102,0.3795,1.9086,5.0287,0.3795414321792909,44,-10515.823626,47.0,1.9139,5.0751,0.38559,0.0001,0.0034,0.0088,0.3856,0.0,0.1115,0.0001,1.9108,4.9549,0.3856384588992714,44.0,1.247960000000603,0.2639424641796757,True,False
ENSG00000180198,ok,not_requested,ok,23,421,253.0,0.1049,1.5024,0.0698,0.04865,0.40180190476190475,0.0801,210.0,-8075.363202,46,0.09737,3.65871,4.898295,0.4651,4.7767,0.0009,0.0094,0.0974,0.0258,0.2647,0.0974,0.4382,4.503,0.09731290250943815,44,-8075.363203,47.0,0.4651,4.7767,0.09737,2.4625,0.0009,0.0094,0.0974,0.0,0.0,2.4625,0.464,4.7677000000000005,0.09732155966189147,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000180875,ok,not_requested,ok,21,168,210.0,0.0701,2.7084,0.0259,0.0762374269005848,1.3925836257309943,0.0287,171.0,-3009.971856,42,0.03877,2.57638,6.926196,0.581,14.9878,0.0,0.0,0.0388,0.0117,0.3031,0.0388,0.5694,14.684800000000001,0.03877478753541076,40,-3009.971856,43.0,0.581,14.988,0.03877,1.36305,0.0,0.0,0.0388,0.0,0.0,1.363,0.5811,14.9879,0.03877127549556642,40.0,0.0,1.0,True,False
ENSG00000181004,ok,not_requested,ok,22,701,231.0,0.4202,1.2764,0.3292,0.13416842105263158,0.32848421052631577,0.40595000000000003,190.0,-17152.992065,44,0.38297,3.48172,5.890414,1.3635,3.5603,0.0059,0.0154,0.383,0.0484,0.1264,0.383,1.3086,3.4181,0.3828442702085954,42,-17141.817216,45.0,1.3388,3.9639,0.40993,0.22475,0.0061,0.0149,0.4099,0.3472,1.545,0.2248,0.9856,2.4039,0.4100004159906818,42.0,22.34969799999817,2.27248785084136e-06,True,False
ENSG00000181544,ok,not_requested,ok,22,805,231.0,0.3092,0.8115,0.381,0.17870684210526316,0.3466221052631579,0.4813,190.0,-20771.451911,44,0.57307,3.18016,6.112285,1.7166,2.9954,0.0025,0.0043,0.5731,0.0458,0.0798,0.5731,1.6683000000000001,2.9112,0.5730626545754328,42,-20761.01149,45.0,1.7073,3.0829,0.60687,0.32715,0.0025,0.0041,0.6069,0.1913,0.5849,0.3271,1.5134,2.4939,0.6068406912867397,42.0,20.880841999998665,4.887585689199321e-06,True,False
ENSG00000181827,ok,not_requested,ok,23,1392,253.0,0.1742,1.2887,0.1351,0.03979809523809524,0.26515428571428573,0.14855000000000002,210.0,-22260.949535,46,0.14387,3.58793,3.505261,0.4314,2.9982,0.0006,0.0045,0.1439,0.0369,0.2567,0.1439,0.3937,2.7372,0.14383311413122898,44,-22254.061483,47.0,0.4256,3.1014,0.15337,0.0001,0.0007,0.0044,0.1534,0.0,0.3267,0.0001,0.425,2.7704,0.15340745018769852,44.0,13.776103999996849,0.0002059390812562806,True,False
ENSG00000182747,ok,not_requested,ok,24,415,276.0,0.1072,1.4307,0.075,0.04196190476190476,0.6267619047619047,0.062,231.0,-8455.637802,48,0.09979,3.31891,4.463303,0.5524,5.5359,0.0003,0.0031,0.0998,0.0225,0.2255,0.0998,0.5297,5.3071,0.09980968890731283,46,-8455.333664,49.0,0.553,5.4936,0.09834,0.11798,0.0003,0.0031,0.0983,0.0766,0.6493,0.118,0.4762,4.8413,0.09836201020387085,46.0,0.608275999999023,0.4354376659600062,True,False
ENSG00000183032,ok,not_requested,ok,24,298,276.0,0.0729,0.5168,0.1411,0.04326926406926407,0.2278095238095238,0.17070000000000002,231.0,-6909.932241,48,0.29,1.82036,4.762717,0.963,3.3208,0.0014,0.0048,0.29,0.0318,0.1096,0.29,0.93,3.2068,0.29000873144567796,46,-6898.539746,49.0,0.9618,3.3929,0.31703,0.00806,0.0015,0.0046,0.317,0.003,0.3685,0.0081,0.9575,3.02,0.3170529801324503,46.0,22.784990000000107,1.8117521687713572e-06,True,False
ENSG00000183208,ok,not_requested,ok,24,384,276.0,0.2763,1.9842,0.1392,0.11032294372294373,0.5239982683982684,0.2131,231.0,-10702.817212,48,0.20093,3.57867,7.966814,1.2288,6.1155,0.0015,0.0075,0.2009,0.0019,0.0096,0.2009,1.2255,6.0985,0.2009510535377552,46,-10702.817213,49.0,1.2288,6.1155,0.20093,5.81218,0.0015,0.0075,0.2009,0.0,0.0,5.8122,1.2274,6.1082,0.20094299466291216,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000183479,ok,not_requested,ok,14,236,91.0,0.2608,1.8283,0.1427,0.08283939393939393,1.274771212121212,0.06895,66.0,-4564.334464,28,0.08891,3.83071,6.900685,0.6978,7.848,0.0,0.0,0.0889,0.0395,0.4437,0.0889,0.6583,7.4043,0.08890779682076631,26,-4564.334464,29.0,0.6978,7.848,0.08891,5.97913,0.0,0.0,0.0889,0.0,0.0,5.9791,0.6977,7.848,0.08890163098878695,26.0,0.0,1.0,True,False
ENSG00000183495,ok,not_requested,ok,21,3057,210.0,0.1332,1.1859,0.1123,0.06414970760233918,0.7180923976608187,0.0911,171.0,-64370.56036,42,0.1024,3.51178,5.747988,0.5553,5.4229,0.0008,0.0074,0.1024,0.0204,0.1994,0.1024,0.534,5.2163,0.10237141268715373,40,-64370.011917,43.0,0.5544,5.4431,0.10308,0.0001,0.0008,0.0074,0.1031,0.0,0.0649,0.0001,0.5539,5.3705,0.10313751047388511,40.0,1.0968859999993583,0.29495051419609974,True,False
ENSG00000183751,ok,not_requested,ok,23,800,253.0,0.1772,1.7994,0.0985,0.07271809523809523,0.7387619047619047,0.08904999999999999,210.0,-18719.513735,46,0.09675,4.70367,7.056184,0.7462,7.7126,0.0015,0.016,0.0968,0.0171,0.1766,0.0968,0.7277,7.5199,0.09676990385510446,44,-18719.513736,47.0,0.7462,7.7127,0.09675,31.37789,0.0015,0.016,0.0968,0.0,0.0,31.3779,0.7448,7.6965,0.0967712596634834,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000185015,ok,not_requested,ok,21,257,210.0,0.0982,0.9863,0.0996,0.06966959064327485,0.5198152046783626,0.134,171.0,-5953.649692,42,0.14324,1.96016,5.698559,0.7417,5.1785,0.0016,0.0109,0.1432,0.0285,0.1987,0.1432,0.7115,4.969,0.14318776413765344,40,-5953.649693,43.0,0.7417,5.1785,0.14324,1.24825,0.0016,0.0109,0.1432,0.0,0.0,1.2482,0.74,5.1676,0.14319993807570244,40.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000185187,ok,not_requested,ok,18,405,153.0,0.1726,3.2749,0.0527,0.20557583333333332,0.7355858333333334,0.07289999999999999,120.0,-8879.759612,36,0.16273,3.14558,12.27016,1.89,11.6142,0.0037,0.0225,0.1627,0.0,0.0,0.1627,1.8865,11.5917,0.16274575774045225,34,-8910.945614,37.0,1.8875,11.5943,0.16279,4.79952,0.036,0.2209,0.1628,0.0,0.0,4.7995,1.8513,11.3734,0.16277454411169923,34.0,-62.37200400000074,1.0,False,False
ENSG00000185633,ok,not_requested,ok,22,87,231.0,0.0954,3.2217,0.0296,0.08512578947368421,0.8276405263157894,0.0794,190.0,-1981.376873,44,0.12375,1.55551,5.290012,0.7796,6.2994,0.0017,0.0141,0.1238,0.041,0.3316,0.1238,0.7368,5.9539,0.12375081879104453,42,-1981.376873,45.0,0.7796,6.2994,0.12375,0.42616,0.0017,0.0141,0.1238,0.0,0.0,0.4262,0.7778,6.2856,0.12374315896652668,42.0,0.0,1.0,True,False
ENSG00000186132,ok,not_requested,ok,24,126,276.0,0.1755,1.5212,0.1154,0.15275627705627706,0.4536887445887446,0.32275,231.0,-3885.07584,48,0.28953,2.11816,8.359055,1.7159,5.9264,0.005,0.0172,0.2895,0.0618,0.2134,0.2895,1.649,5.6959,0.2895064871223161,46,-3862.306441,49.0,1.7136,6.8111,0.34466,0.04286,0.0054,0.0158,0.3447,0.09,2.1004,0.0429,1.6182,4.695,0.34466453674121406,46.0,45.53879799999959,1.4964507338520512e-11,True,False
ENSG00000186532,ok,not_requested,ok,24,797,276.0,0.2958,2.1192,0.1396,0.16246623376623376,0.45301082251082253,0.367,231.0,-23847.111873,48,0.36979,3.16469,7.486595,1.6841,4.5542,0.0034,0.0093,0.3698,0.0563,0.1522,0.3698,1.6246,4.393,0.3698156157523333,46,-23847.111874,49.0,1.6841,4.5543,0.36979,1.62538,0.0034,0.0093,0.3698,0.0,0.0,1.6254,1.6809,4.5451,0.3698268464940266,46.0,-1.9999934011138976e-06,1.0,True,False
ENSG00000186871,ok,not_requested,ok,24,1216,276.0,0.2912,1.2353,0.2357,0.1137969696969697,0.36592857142857144,0.3143,231.0,-30411.764618,48,0.31485,2.86135,6.158506,1.3131,4.1707,0.0006,0.002,0.3149,0.0921,0.2924,0.3149,1.2206000000000001,3.8763,0.3148879085726079,46,-30383.261287,49.0,1.2912,4.5898,0.34024,0.11796,0.0007,0.0019,0.3402,0.1435,1.2166,0.118,1.1471,3.3710999999999998,0.34027468778736913,46.0,57.00666199999978,4.3433806815294284e-14,True,False
ENSG00000187231,ok,not_requested,ok,23,689,253.0,0.0138,0.6515,0.0212,0.006663809523809524,0.30582190476190474,0.0157,210.0,-8867.161434,46,0.02255,2.74256,2.576634,0.0676,2.9966,0.0001,0.0038,0.0226,0.0044,0.1938,0.0226,0.0635,2.7991,0.022685863313207814,44,-8867.161434,47.0,0.0676,2.9967,0.02255,0.68678,0.0001,0.0038,0.0226,0.0,0.0,0.6868,0.0678,2.9929,0.022653613552073237,44.0,0.0,1.0,True,False
ENSG00000187535,ok,not_requested,ok,24,1440,276.0,0.1446,3.4224,0.0422,0.10423852813852814,1.1775402597402598,0.0961,231.0,-36318.558022,48,0.11381,3.4869,7.42754,0.9435,8.2896,0.0015,0.0128,0.1138,0.0133,0.1165,0.1138,0.9287,8.1602,0.11380848508614985,46,-36318.558023,49.0,0.9435,8.2896,0.11381,0.32624,0.0015,0.0128,0.1138,0.0,0.0,0.3262,0.942,8.2767,0.11381347638551596,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000187550,ok,not_requested,ok,21,341,210.0,0.1633,2.4898,0.0656,0.15853859649122806,1.198866081871345,0.1019,171.0,-10188.147586,42,0.14393,2.75259,10.141826,1.5126,10.5092,0.0036,0.0252,0.1439,0.0085,0.0594,0.1439,1.5004,10.4248,0.14392602256158393,40,-10186.294998,43.0,1.5147,10.6566,0.14701,0.0001,0.0037,0.0251,0.147,0.0,0.3534,0.0001,1.5109,10.2781,0.14700187777896692,40.0,3.705175999999483,0.05424395046219584,True,False
ENSG00000187796,ok,not_requested,ok,22,531,231.0,0.164,1.8898,0.0868,0.10249263157894736,1.6601963157894737,0.06055,190.0,-13330.072069,44,0.06512,3.48371,8.355584,0.9395,14.4265,0.0023,0.0354,0.0651,0.0,0.0,0.0651,0.937,14.391,0.06511013828086999,42,-13327.937651,45.0,0.9376,14.7443,0.06593,0.0001,0.0023,0.0353,0.0659,0.0001,0.5241,0.0001,0.9354,14.1848,0.06594382719530766,42.0,4.268835999999283,0.03881751240777615,True,False
ENSG00000187837,ok,not_requested,ok,19,212,171.0,0.0821,1.9177,0.0428,0.03499191176470588,1.3931132352941176,0.0225,136.0,-4073.608856,38,0.04775,3.72068,7.672675,0.4315,9.0368,0.0012,0.0247,0.0478,0.0164,0.3438,0.0478,0.4138,8.6687,0.04773495449144624,36,-4073.274486,39.0,0.4318,8.8805,0.04679,13.20191,0.0012,0.0248,0.0468,0.0163,0.0012,13.2019,0.4141,8.8544,0.046767708709794006,36.0,0.6687400000000707,0.4134912455335197,True,False
ENSG00000188026,ok,not_requested,ok,23,403,253.0,0.107,1.4681,0.0729,0.07523523809523809,0.7755919047619048,0.0933,210.0,-7973.439826,46,0.06503,2.39643,5.19286,0.4995,7.6809,0.0013,0.0198,0.065,0.0237,0.3646,0.065,0.4745,7.2964,0.06503207061016392,44,-7973.439827,47.0,0.4995,7.6809,0.06503,1.17336,0.0013,0.0198,0.065,0.0,0.0,1.1734,0.4982,7.6609,0.0650315237113133,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000188647,ok,not_requested,ok,23,429,253.0,0.1062,0.5666,0.1875,0.04130952380952381,0.21086142857142856,0.19390000000000002,210.0,-7639.085329,46,0.22578,3.00905,3.498253,0.5888,2.6077,0.0,0.0,0.2258,0.0462,0.2046,0.2258,0.5427,2.4029,0.22585209538474343,44,-7638.016928,47.0,0.5883,2.6299,0.23445,0.17948,0.0,0.0,0.2345,0.0922,0.5137,0.1795,0.4961,2.1163,0.23441856069555356,44.0,2.1368019999990793,0.1438013909523344,True,False
ENSG00000188716,ok,not_requested,ok,24,214,276.0,0.1637,3.6517,0.0448,0.06855627705627705,0.9444242424242424,0.0814,231.0,-4953.100549,48,0.09234,3.17416,5.718796,0.674,7.2998,0.0018,0.0197,0.0923,0.0,0.0,0.0923,0.6727,7.2803,0.09240003845995357,46,-4952.240653,49.0,0.6766,7.2634,0.09002,68.59679,0.0018,0.0199,0.09,0.0228,0.0003,68.5968,0.6522,7.2431,0.09004431804061797,46.0,1.7197919999998703,0.1897198213273091,True,False
ENSG00000188811,ok,not_requested,ok,22,335,231.0,0.1868,0.6037,0.3095,0.0861421052631579,0.4965305263157895,0.1789,190.0,-8213.689808,44,0.24572,2.23958,5.624385,1.015,4.1305,0.0005,0.0022,0.2457,0.0561,0.2283,0.2457,0.9584,3.9,0.24574358974358976,42,-8209.920124,45.0,1.0097,4.2865,0.25716,0.0001,0.0006,0.0022,0.2572,0.0,0.3603,0.0001,1.0091999999999999,3.924,0.2571865443425076,42.0,7.539367999997921,0.006036521309407041,True,False
